name,group,order,types,description
SDL_GetCameraID,30,852,SDL_Camera SDL_CameraID,Get the instance ID of an opened camera.
SDL_GetCameraName,30,848,SDL_CameraID char,Get the human-readable device name for a camera.
SDL_GetCameraPermissionState,30,851,SDL_Camera SDL_CameraPermissionState,Query if camera access has been approved by the user.
SDL_GetCameraPosition,30,849,SDL_CameraID SDL_CameraPosition,Get the position of the camera in relation to the system.
SDL_GetCameraProperties,30,853,SDL_Camera SDL_PropertiesID,Get the properties associated with an opened camera.
SDL_GetCameraSupportedFormats,30,847,SDL_CameraID int SDL_CameraSpec,Get the list of native formats/sizes a camera supports.
SDL_GetCameras,30,846,int SDL_CameraID,Get a list of currently connected camera devices.
SDL_GetClipboardData,32,868,char size_t,Get the data from the clipboard for a given mime type.
SDL_GetClipboardMimeTypes,32,870,size_t char,Retrieve the list of mime types available in the clipboard.
SDL_GetClipboardText,32,861,char,Get UTF-8 text from the clipboard.
SDL_GetClosestFullscreenDisplayMode,6,79,SDL_DisplayID int float bool SDL_DisplayMode,Get the closest match to the requested display mode.
SDL_GetCurrentAudioDriver,14,418,char,Get the name of the current audio driver.
SDL_GetCurrentCameraDriver,30,845,char,Get the name of the current camera driver.
SDL_GetCurrentDirectory,22,669,char,"Get what the system believes is the ""current working directory."""
SDL_GetCurrentDisplayMode,6,81,SDL_DisplayID SDL_DisplayMode,Get information about the current display mode.
SDL_GetCurrentDisplayOrientation,6,76,SDL_DisplayID SDL_DisplayOrientation,Get the orientation of a display.
SDL_GetCurrentRenderOutputSize,17,506,SDL_Renderer int bool,Get the current output size in pixels of a rendering context.
SDL_GetCurrentThreadID,19,606,SDL_ThreadID,Get the thread identifier for the current thread.
SDL_GetCurrentTime,15,475,SDL_Time bool,"Gets the current value of the system realtime clock in nanoseconds since Jan 1, 1970 in Universal Coordinated Time (UTC)."
SDL_GetCurrentVideoDriver,6,67,char,Get the name of the currently initialized video driver.
SDL_GetCursor,9,241,SDL_Cursor,Get the active cursor.
SDL_GetDXGIOutputInfo,47,1069,SDL_DisplayID int bool,Get the DXGI Adapter and Output indices for the specified display.
SDL_GetDateTimeLocalePreferences,15,474,SDL_DateFormat SDL_TimeFormat bool,Gets the current preferred date and time format for the system locale.
SDL_GetDayOfWeek,15,482,int,Get the day of week for a calendar date.
SDL_GetDayOfYear,15,481,int,Get the day of year for a calendar date.
SDL_GetDaysInMonth,15,480,int,Get the number of days in a month for a given year.
SDL_GetDefaultAssertionHandler,44,1042,SDL_AssertionHandler,Get the default assertion handler.
SDL_GetDefaultCursor,9,242,SDL_Cursor,Get the default cursor.
SDL_GetDefaultLogOutputFunction,5,62,SDL_LogOutputFunction,Get the default log output function.
SDL_GetDefaultTextureScaleMode,17,590,SDL_Renderer SDL_ScaleMode bool,Get default texture scale mode of the given renderer.
SDL_GetDesktopDisplayMode,6,80,SDL_DisplayID SDL_DisplayMode,Get information about the desktop's display mode.
SDL_GetDeviceFormFactor,47,1091,SDL_FormFactor,Get the form factor of the current device.
SDL_GetDeviceFormFactorName,47,1092,SDL_FormFactor char,Get a short name for the current device.
SDL_GetDirect3D9AdapterIndex,47,1068,SDL_DisplayID int,Get the D3D9 adapter index that matches the specified display.
SDL_GetDisplayBounds,6,73,SDL_DisplayID SDL_Rect bool,Get the desktop area represented by a display.
SDL_GetDisplayContentScale,6,77,SDL_DisplayID float,Get the content scale of a display.
SDL_GetDisplayForPoint,6,82,SDL_Point SDL_DisplayID,Get the display containing a point.
SDL_GetDisplayForRect,6,83,SDL_Rect SDL_DisplayID,Get the display primarily containing a rect.
SDL_GetDisplayForWindow,6,84,SDL_Window SDL_DisplayID,Get the display associated with a window.
SDL_GetDisplayName,6,72,SDL_DisplayID char,Get the name of a display in UTF-8 encoding.
SDL_GetDisplayProperties,6,71,SDL_DisplayID SDL_PropertiesID,Get the properties associated with a display.
SDL_GetDisplayUsableBounds,6,74,SDL_DisplayID SDL_Rect bool,"Get the usable desktop area represented by a display, in screen coordinates."
SDL_GetDisplays,6,69,int SDL_DisplayID,Get a list of currently connected displays.
SDL_GetEnvironment,50,1118,SDL_Environment,Get the process environment.
SDL_GetEnvironmentVariable,50,1120,SDL_Environment char,Get the value of a variable in the environment.
SDL_GetEnvironmentVariables,50,1121,SDL_Environment char,Get all variables in the environment.
SDL_GetError,2,21,char,Retrieve a message about the last error that occurred on the current thread.
SDL_GetEventDescription,7,198,SDL_Event char int,Generate an English description of an event.
SDL_GetEventFilter,7,190,SDL_EventFilter bool,Query the current event filter.
SDL_GetFloatProperty,4,41,SDL_PropertiesID char float,Get a floating point property from a group of properties.
SDL_GetFullscreenDisplayModes,6,78,SDL_DisplayID int SDL_DisplayMode,Get a list of fullscreen display modes available on a display.
SDL_GetGDKDefaultUser,47,1102,XUserHandle bool,Gets a reference to the default user handle for GDK.
SDL_GetGDKTaskQueue,47,1101,XTaskQueueHandle bool,"Gets a reference to the global async task queue handle for GDK, initializing if needed."
SDL_GetGPUDeviceDriver,36,910,SDL_GPUDevice char,Returns the name of the backend used to create this GPU context.
SDL_GetGPUDeviceProperties,36,912,SDL_GPUDevice SDL_PropertiesID,Get the properties associated with a GPU device.
SDL_GetGPUDriver,36,909,int char,Get the name of a built in GPU driver.
SDL_GetGPURendererDevice,17,499,SDL_Renderer SDL_GPUDevice,Return the GPU device used by a renderer.
SDL_GetGPUShaderFormats,36,911,SDL_GPUDevice SDL_GPUShaderFormat,Returns the supported shader formats for this GPU context.
SDL_GetGPUSwapchainTextureFormat,36,981,SDL_GPUDevice SDL_Window SDL_GPUTextureFormat,Obtains the texture format of the swapchain for the given window.
SDL_GetGPUTextureFormatFromPixelFormat,36,997,SDL_PixelFormat SDL_GPUTextureFormat,Get the GPU texture format corresponding to an SDL pixel format.
SDL_GetGamepadAppleSFSymbolsNameForAxis,11,325,SDL_Gamepad SDL_GamepadAxis char,Return the sfSymbolsName for a given axis on a gamepad on Apple platforms.
SDL_GetGamepadAppleSFSymbolsNameForButton,11,324,SDL_Gamepad SDL_GamepadButton char,Return the sfSymbolsName for a given button on a gamepad on Apple platforms.
SDL_GetGamepadAxis,11,302,SDL_Gamepad SDL_GamepadAxis Sint16,Get the current state of an axis control on a gamepad.
SDL_GetGamepadAxisFromString,11,299,char SDL_GamepadAxis,Convert a string into SDL_GamepadAxis enum.
SDL_GetGamepadBindings,11,295,SDL_Gamepad int SDL_GamepadBinding,Get the SDL joystick layer bindings for a gamepad.
SDL_GetGamepadButton,11,306,SDL_Gamepad SDL_GamepadButton bool,Get the current state of a button on a gamepad.
SDL_GetGamepadButtonFromString,11,303,char SDL_GamepadButton,Convert a string into an SDL_GamepadButton enum.
SDL_GetGamepadButtonLabel,11,308,SDL_Gamepad SDL_GamepadButton SDL_GamepadButtonLabel,Get the label of a button on a gamepad.
SDL_GetGamepadButtonLabelForType,11,307,SDL_GamepadType SDL_GamepadButton SDL_GamepadButtonLabel,Get the label of a button on a gamepad.
SDL_GetGamepadCapSense,11,318,SDL_Gamepad SDL_GamepadCapSenseType bool,Get the current state of a capsense on a gamepad.
SDL_GetGamepadConnectionState,11,289,SDL_Gamepad SDL_JoystickConnectionState,Get the connection state of a gamepad.
SDL_GetGamepadFirmwareVersion,11,286,SDL_Gamepad Uint16,"Get the firmware version of an opened gamepad, if available."
SDL_GetGamepadFromID,11,273,SDL_JoystickID SDL_Gamepad,"Get the SDL_Gamepad associated with a joystick instance ID, if it has been opened."
SDL_GetGamepadFromPlayerIndex,11,274,int SDL_Gamepad,Get the SDL_Gamepad associated with a player index.
SDL_GetGamepadGUIDForID,11,265,SDL_JoystickID SDL_GUID,Get the implementation-dependent GUID of a gamepad.
SDL_GetGamepadID,11,276,SDL_Gamepad SDL_JoystickID,Get the instance ID of an opened gamepad.
SDL_GetGamepadJoystick,11,292,SDL_Gamepad SDL_Joystick,Get the underlying joystick from a gamepad.
SDL_GetGamepadMapping,11,257,SDL_Gamepad char,Get the current mapping of a gamepad.
SDL_GetGamepadMappingForGUID,11,256,SDL_GUID char,Get the gamepad mapping string for a given GUID.
SDL_GetGamepadMappingForID,11,271,SDL_JoystickID char,Get the mapping of a gamepad.
SDL_GetGamepadMappings,11,255,int char,Get the current gamepad mappings.
SDL_GetGamepadName,11,277,SDL_Gamepad char,Get the implementation-dependent name for an opened gamepad.
SDL_GetGamepadNameForID,11,262,SDL_JoystickID char,Get the implementation dependent name of a gamepad.
SDL_GetGamepadPath,11,278,SDL_Gamepad char,Get the implementation-dependent path for an opened gamepad.
SDL_GetGamepadPathForID,11,263,SDL_JoystickID char,Get the implementation dependent path of a gamepad.
SDL_GetGamepadPlayerIndex,11,281,SDL_Gamepad int,Get the player index of an opened gamepad.
SDL_GetGamepadPlayerIndexForID,11,264,SDL_JoystickID int,Get the player index of a gamepad.
SDL_GetGamepadPowerInfo,11,290,SDL_Gamepad int SDL_PowerState,Get the battery state of a gamepad.
SDL_GetGamepadProduct,11,284,SDL_Gamepad Uint16,"Get the USB product ID of an opened gamepad, if available."
SDL_GetGamepadProductForID,11,267,SDL_JoystickID Uint16,"Get the USB product ID of a gamepad, if available."
SDL_GetGamepadProductVersion,11,285,SDL_Gamepad Uint16,"Get the product version of an opened gamepad, if available."
SDL_GetGamepadProductVersionForID,11,268,SDL_JoystickID Uint16,"Get the product version of a gamepad, if available."
SDL_GetGamepadProperties,11,275,SDL_Gamepad SDL_PropertiesID,Get the properties associated with an opened gamepad.
SDL_GetGamepadSensorData,11,316,SDL_Gamepad SDL_SensorType float int bool,Get the current state of a gamepad sensor.
SDL_GetGamepadSensorDataRate,11,315,SDL_Gamepad SDL_SensorType float,Get the data rate (number of events per second) of a gamepad sensor.
SDL_GetGamepadSerial,11,287,SDL_Gamepad char,"Get the serial number of an opened gamepad, if available."
SDL_GetGamepadSteamHandle,11,288,SDL_Gamepad Uint64,"Get the Steam Input handle of an opened gamepad, if available."
SDL_GetGamepadStringForAxis,11,300,SDL_GamepadAxis char,Convert from an SDL_GamepadAxis enum to a string.
SDL_GetGamepadStringForButton,11,304,SDL_GamepadButton char,Convert from an SDL_GamepadButton enum to a string.
SDL_GetGamepadStringForType,11,298,SDL_GamepadType char,Convert from an SDL_GamepadType enum to a string.
SDL_GetGamepadTouchpadFinger,11,311,SDL_Gamepad int bool float,Get the current state of a finger on a touchpad on a gamepad.
SDL_GetGamepadType,11,279,SDL_Gamepad SDL_GamepadType,Get the type of an opened gamepad.
SDL_GetGamepadTypeForID,11,269,SDL_JoystickID SDL_GamepadType,Get the type of a gamepad.
SDL_GetGamepadTypeFromString,11,297,char SDL_GamepadType,Convert a string into SDL_GamepadType enum.
SDL_GetGamepadVendor,11,283,SDL_Gamepad Uint16,"Get the USB vendor ID of an opened gamepad, if available."
SDL_GetGamepadVendorForID,11,266,SDL_JoystickID Uint16,"Get the USB vendor ID of a gamepad, if available."
SDL_GetGamepads,11,260,int SDL_JoystickID,Get a list of currently connected gamepads.
SDL_GetGlobalMouseState,9,228,float SDL_MouseButtonFlags,Query the platform for the asynchronous mouse button state and the desktop-relative platform-cursor position.
SDL_GetGlobalProperties,4,25,SDL_PropertiesID,Get the global SDL properties.
SDL_GetGrabbedWindow,6,139,SDL_Window,Get the window that currently has an input grab enabled.
SDL_GetHapticEffectStatus,13,406,SDL_Haptic SDL_HapticEffectID bool,Get the status of the current effect on the specified haptic device.
SDL_GetHapticFeatures,13,398,SDL_Haptic Uint32,Get the haptic device's supported features in bitwise manner.
SDL_GetHapticFromID,13,388,SDL_HapticID SDL_Haptic,"Get the SDL_Haptic associated with an instance ID, if it has been opened."
SDL_GetHapticID,13,389,SDL_Haptic SDL_HapticID,Get the instance ID of an opened haptic device.
SDL_GetHapticName,13,390,SDL_Haptic char,Get the implementation dependent name of a haptic device.
SDL_GetHapticNameForID,13,386,SDL_HapticID char,Get the implementation dependent name of a haptic device.
SDL_GetHaptics,13,385,int SDL_HapticID,Get a list of currently connected haptic devices.
SDL_GetHint,1,14,char,Get the value of a hint.
SDL_GetHintBoolean,1,15,char bool,Get the boolean value of a hint variable.
SDL_GetIOProperties,23,676,SDL_IOStream SDL_PropertiesID,Get the properties associated with an SDL_IOStream.
SDL_GetIOSize,23,678,SDL_IOStream Sint64,Use this function to get the size of the data stream in an SDL_IOStream.
SDL_GetIOStatus,23,677,SDL_IOStream SDL_IOStatus,Query the stream status of an SDL_IOStream.
SDL_GetJoystickAxis,12,373,SDL_Joystick int Sint16,Get the current state of an axis control on a joystick.
SDL_GetJoystickAxisInitialState,12,374,SDL_Joystick int Sint16 bool,Get the initial state of an axis control on a joystick.
SDL_GetJoystickBall,12,375,SDL_Joystick int bool,Get the ball axis change since the last poll.
SDL_GetJoystickButton,12,377,SDL_Joystick int bool,Get the current state of a button on a joystick.
SDL_GetJoystickConnectionState,12,383,SDL_Joystick SDL_JoystickConnectionState,Get the connection state of a joystick.
SDL_GetJoystickFirmwareVersion,12,360,SDL_Joystick Uint16,"Get the firmware version of an opened joystick, if available."
SDL_GetJoystickFromID,12,340,SDL_JoystickID SDL_Joystick,"Get the SDL_Joystick associated with an instance ID, if it has been opened."
SDL_GetJoystickFromPlayerIndex,12,341,int SDL_Joystick,Get the SDL_Joystick associated with a player index.
SDL_GetJoystickGUID,12,356,SDL_Joystick SDL_GUID,Get the implementation-dependent GUID for the joystick.
SDL_GetJoystickGUIDForID,12,334,SDL_JoystickID SDL_GUID,Get the implementation-dependent GUID of a joystick.
SDL_GetJoystickGUIDInfo,12,363,SDL_GUID Uint16,Get the device information encoded in a SDL_GUID structure.
SDL_GetJoystickHat,12,376,SDL_Joystick int Uint8,Get the current state of a POV hat on a joystick.
SDL_GetJoystickID,12,365,SDL_Joystick SDL_JoystickID,Get the instance ID of an opened joystick.
SDL_GetJoystickName,12,352,SDL_Joystick char,Get the implementation dependent name of a joystick.
SDL_GetJoystickNameForID,12,331,SDL_JoystickID char,Get the implementation dependent name of a joystick.
SDL_GetJoystickPath,12,353,SDL_Joystick char,Get the implementation dependent path of a joystick.
SDL_GetJoystickPathForID,12,332,SDL_JoystickID char,Get the implementation dependent path of a joystick.
SDL_GetJoystickPlayerIndex,12,354,SDL_Joystick int,Get the player index of an opened joystick.
SDL_GetJoystickPlayerIndexForID,12,333,SDL_JoystickID int,Get the player index of a joystick.
SDL_GetJoystickPowerInfo,12,384,SDL_Joystick int SDL_PowerState,Get the battery state of a joystick.
SDL_GetJoystickProduct,12,358,SDL_Joystick Uint16,"Get the USB product ID of an opened joystick, if available."
SDL_GetJoystickProductForID,12,336,SDL_JoystickID Uint16,"Get the USB product ID of a joystick, if available."
SDL_GetJoystickProductVersion,12,359,SDL_Joystick Uint16,"Get the product version of an opened joystick, if available."
SDL_GetJoystickProductVersionForID,12,337,SDL_JoystickID Uint16,"Get the product version of a joystick, if available."
SDL_GetJoystickProperties,12,351,SDL_Joystick SDL_PropertiesID,Get the properties associated with a joystick.
SDL_GetJoystickSerial,12,361,SDL_Joystick char,"Get the serial number of an opened joystick, if available."
SDL_GetJoystickType,12,362,SDL_Joystick SDL_JoystickType,Get the type of an opened joystick.
SDL_GetJoystickTypeForID,12,338,SDL_JoystickID SDL_JoystickType,"Get the type of a joystick, if available."
SDL_GetJoystickVendor,12,357,SDL_Joystick Uint16,"Get the USB vendor ID of an opened joystick, if available."
SDL_GetJoystickVendorForID,12,335,SDL_JoystickID Uint16,"Get the USB vendor ID of a joystick, if available."
SDL_GetJoysticks,12,330,int SDL_JoystickID,Get a list of currently connected joysticks.
SDL_GetKeyFromName,8,213,char SDL_Keycode,Get a key code from a human-readable name.
SDL_GetKeyFromScancode,8,207,SDL_Scancode SDL_Keymod bool SDL_Keycode,Get the key code corresponding to the given scancode according to the current keyboard layout.
SDL_GetKeyName,8,212,SDL_Keycode char,Get a human-readable name for a key.
SDL_GetKeyboardFocus,8,202,SDL_Window,Query the window which currently has keyboard focus.
SDL_GetKeyboardNameForID,8,201,SDL_KeyboardID char,Get the name of a keyboard.
SDL_GetKeyboardState,8,203,int bool,Get a snapshot of the current state of the keyboard.
SDL_GetKeyboards,8,200,int SDL_KeyboardID,Get a list of currently connected keyboards.
SDL_GetLogOutputFunction,5,63,SDL_LogOutputFunction,Get the current log output function.
SDL_GetLogPriority,5,49,int SDL_LogPriority,Get the priority of a particular log category.
SDL_GetMasksForPixelFormat,26,747,SDL_PixelFormat int Uint32 bool,Convert one of the enumerated pixel formats to a bpp value and RGBA masks.
SDL_GetMaxHapticEffects,13,396,SDL_Haptic int,Get the number of effects a haptic device can store.
SDL_GetMaxHapticEffectsPlaying,13,397,SDL_Haptic int,Get the number of effects a haptic device can play at the same time.
SDL_GetMemoryFunctions,50,1112,SDL_malloc_func SDL_calloc_func SDL_realloc_func SDL_free_func,Get the current set of SDL memory functions.
SDL_GetMice,9,224,int SDL_MouseID,Get a list of currently connected mice.
SDL_GetModState,8,205,SDL_Keymod,Get the current key modifier state for the keyboard.
SDL_GetMouseFocus,9,226,SDL_Window,Get the window which currently has mouse focus.
SDL_GetMouseNameForID,9,225,SDL_MouseID char,Get the name of a mouse.
SDL_GetMouseState,9,227,float SDL_MouseButtonFlags,Query SDL's cache for the synchronous mouse button state and the window-relative SDL-cursor position.
SDL_GetNaturalDisplayOrientation,6,75,SDL_DisplayID SDL_DisplayOrientation,Get the orientation of a display when it is unrotated.
SDL_GetNumAllocations,50,1117,int,Get the number of outstanding (unfreed) allocations.
SDL_GetNumAudioDrivers,14,416,int,Use this function to get the number of built-in audio drivers.
SDL_GetNumCameraDrivers,30,843,int,Use this function to get the number of built-in camera drivers.
SDL_GetNumGPUDrivers,36,908,int,Get the number of GPU drivers compiled into SDL.
SDL_GetNumGamepadTouchpadFingers,11,310,SDL_Gamepad int,Get the number of supported simultaneous fingers on a touchpad on a game gamepad.
SDL_GetNumGamepadTouchpads,11,309,SDL_Gamepad int,Get the number of touchpads on a gamepad.
SDL_GetNumHapticAxes,13,399,SDL_Haptic int,Get the number of haptic axes the device has.
SDL_GetNumJoystickAxes,12,366,SDL_Joystick int,Get the number of general axis controls on a joystick.
SDL_GetNumJoystickBalls,12,367,SDL_Joystick int,Get the number of trackballs on a joystick.
SDL_GetNumJoystickButtons,12,369,SDL_Joystick int,Get the number of buttons on a joystick.
SDL_GetNumJoystickHats,12,368,SDL_Joystick int,Get the number of POV hats on a joystick.
SDL_GetNumLogicalCPUCores,45,1046,int,Get the number of logical CPU cores available.
SDL_GetNumProperties,4,44,SDL_PropertiesID int,Get the current number of items in a group of properties.
SDL_GetNumRenderDrivers,17,493,int,Get the number of 2D rendering drivers available for the current display.
SDL_GetNumVideoDrivers,6,65,int,Get the number of video drivers compiled into SDL.
SDL_GetNumberProperty,4,40,SDL_PropertiesID char Sint64,Get a number property from a group of properties.
SDL_GetOriginalMemoryFunctions,50,1111,SDL_malloc_func SDL_calloc_func SDL_realloc_func SDL_free_func,Get the original set of SDL memory functions.
SDL_GetPathInfo,22,667,char SDL_PathInfo bool,Get information about a filesystem path.
SDL_GetPerformanceCounter,16,485,Uint64,Get the current value of the high resolution counter.
SDL_GetPerformanceFrequency,16,486,Uint64,Get the count per second of the high resolution counter.
SDL_GetPixelFormatDetails,26,749,SDL_PixelFormat SDL_PixelFormatDetails,Create an SDL_PixelFormatDetails structure corresponding to a pixel format.
SDL_GetPixelFormatForMasks,26,748,int Uint32 SDL_PixelFormat,Convert a bpp value and RGBA masks to an enumerated pixel format.
SDL_GetPixelFormatFromGPUTextureFormat,36,996,SDL_GPUTextureFormat SDL_PixelFormat,Get the SDL pixel format corresponding to a GPU texture format.
SDL_GetPixelFormatName,26,746,SDL_PixelFormat char,Get the human readable name of a pixel format.
SDL_GetPointerProperty,4,38,SDL_PropertiesID char,Get a pointer property from a group of properties.
SDL_GetPowerInfo,39,1010,int SDL_PowerState,Get the current power supply details.
SDL_GetPrefPath,22,660,char,Get the user-and-app-specific path where files can be written.
SDL_GetPreferredLocales,46,1066,int SDL_Locale,Report the user's preferred locale.
SDL_GetPrimaryDisplay,6,70,SDL_DisplayID,Return the primary display.
SDL_GetPrimarySelectionText,32,864,char,Get UTF-8 text from the primary selection.
SDL_GetProcessInput,41,1029,SDL_Process SDL_IOStream,Get the SDL_IOStream associated with process standard input.
SDL_GetProcessOutput,41,1030,SDL_Process SDL_IOStream,Get the SDL_IOStream associated with process standard output.
SDL_GetProcessProperties,41,1027,SDL_Process SDL_PropertiesID,Get the properties associated with a process.
SDL_GetPropertyType,4,37,SDL_PropertiesID char SDL_PropertyType,Get the type of a property in a group of properties.
SDL_GetRGB,26,755,Uint32 SDL_PixelFormatDetails SDL_Palette Uint8,Get RGB values from a pixel in the specified format.
SDL_GetRGBA,26,756,Uint32 SDL_PixelFormatDetails SDL_Palette Uint8,Get RGBA values from a pixel in the specified format.
SDL_GetRealGamepadType,11,280,SDL_Gamepad SDL_GamepadType,"Get the type of an opened gamepad, ignoring any mapping override."
SDL_GetRealGamepadTypeForID,11,270,SDL_JoystickID SDL_GamepadType,"Get the type of a gamepad, ignoring any mapping override."
SDL_GetRectAndLineIntersection,29,833,SDL_Rect int bool,Calculate the intersection of a rectangle and line segment.
SDL_GetRectAndLineIntersectionFloat,29,842,SDL_FRect float bool,Calculate the intersection of a rectangle and line segment with float precision.
SDL_GetRectEnclosingPoints,29,832,SDL_Point int SDL_Rect bool,Calculate a minimal rectangle enclosing a set of points.
SDL_GetRectEnclosingPointsFloat,29,841,SDL_FPoint int SDL_FRect bool,Calculate a minimal rectangle enclosing a set of points with float precision.
SDL_GetRectIntersection,29,830,SDL_Rect bool,Calculate the intersection of two rectangles.
SDL_GetRectIntersectionFloat,29,839,SDL_FRect bool,Calculate the intersection of two rectangles with float precision.
SDL_GetRectUnion,29,831,SDL_Rect bool,Calculate the union of two rectangles.
SDL_GetRectUnionFloat,29,840,SDL_FRect bool,Calculate the union of two rectangles with float precision.
SDL_GetRelativeMouseState,9,229,float SDL_MouseButtonFlags,Query SDL's cache for the synchronous mouse button state and accumulated mouse delta since last call.
SDL_GetRenderClipRect,17,546,SDL_Renderer SDL_Rect bool,Get the clip rectangle for the current target.
SDL_GetRenderColorScale,17,555,SDL_Renderer float bool,Get the color scale used for render operations.
SDL_GetRenderDrawBlendMode,17,557,SDL_Renderer SDL_BlendMode bool,Get the blend mode used for drawing operations.
SDL_GetRenderDrawColor,17,552,SDL_Renderer Uint8 bool,"Get the color used for drawing operations (Rect, Line and Clear)."
SDL_GetRenderDrawColorFloat,17,553,SDL_Renderer float bool,"Get the color used for drawing operations (Rect, Line and Clear)."
SDL_GetRenderDriver,17,494,int char,Use this function to get the name of a built in 2D rendering driver.
SDL_GetRenderLogicalPresentation,17,536,SDL_Renderer int SDL_RendererLogicalPresentation bool,Get device independent resolution and presentation mode for rendering.
SDL_GetRenderLogicalPresentationRect,17,537,SDL_Renderer SDL_FRect bool,Get the final presentation rectangle for rendering.
SDL_GetRenderMetalCommandEncoder,17,583,SDL_Renderer,Get the Metal command encoder for the current frame.
SDL_GetRenderMetalLayer,17,582,SDL_Renderer,Get the CAMetalLayer associated with the given Metal renderer.
SDL_GetRenderOutputSize,17,505,SDL_Renderer int bool,Get the output size in pixels of a rendering context.
SDL_GetRenderSafeArea,17,544,SDL_Renderer SDL_Rect bool,Get the safe area for rendering within the current viewport.
SDL_GetRenderScale,17,549,SDL_Renderer float bool,Get the drawing scale for the current target.
SDL_GetRenderTarget,17,534,SDL_Renderer SDL_Texture,Get the current render target.
SDL_GetRenderTextureAddressMode,17,576,SDL_Renderer SDL_TextureAddressMode bool,Get the texture addressing mode used in SDL_RenderGeometry().
SDL_GetRenderVSync,17,586,SDL_Renderer int bool,Get VSync of the given renderer.
SDL_GetRenderViewport,17,542,SDL_Renderer SDL_Rect bool,Get the drawing area for the current target.
SDL_GetRenderWindow,17,502,SDL_Renderer SDL_Window,Get the window associated with a renderer.
SDL_GetRenderer,17,501,SDL_Window SDL_Renderer,Get the renderer associated with a window.
SDL_GetRendererFromTexture,17,511,SDL_Texture SDL_Renderer,Get the renderer that created an SDL_Texture.
SDL_GetRendererName,17,503,SDL_Renderer char,Get the name of a renderer.
SDL_GetRendererProperties,17,504,SDL_Renderer SDL_PropertiesID,Get the properties associated with a renderer.
SDL_GetRevision,3,24,char,Get the code revision of the SDL library that is linked against your program.
SDL_GetSIMDAlignment,45,1064,size_t,Report the alignment this system needs for SIMD allocations.
SDL_GetSandbox,47,1093,SDL_Sandbox,"Get the application sandbox environment, if any."
SDL_GetScancodeFromKey,8,208,SDL_Keycode SDL_Keymod SDL_Scancode,Get the scancode corresponding to the given key code according to the current keyboard layout.
SDL_GetScancodeFromName,8,211,char SDL_Scancode,Get a scancode from a human-readable name.
SDL_GetScancodeName,8,210,SDL_Scancode char,Get a human-readable name for a scancode.
SDL_GetSemaphoreValue,20,633,SDL_Semaphore Uint32,Get the current value of a semaphore.
SDL_GetSensorData,40,1022,SDL_Sensor float int bool,Get the current state of an opened sensor.
SDL_GetSensorFromID,40,1016,SDL_SensorID SDL_Sensor,Return the SDL_Sensor associated with an instance ID.
SDL_GetSensorID,40,1021,SDL_Sensor SDL_SensorID,Get the instance ID of a sensor.
SDL_GetSensorName,40,1018,SDL_Sensor char,Get the implementation dependent name of a sensor.
SDL_GetSensorNameForID,40,1012,SDL_SensorID char,Get the implementation dependent name of a sensor.
SDL_GetSensorNonPortableType,40,1020,SDL_Sensor int,Get the platform dependent type of a sensor.
SDL_GetSensorNonPortableTypeForID,40,1014,SDL_SensorID int,Get the platform dependent type of a sensor.
SDL_GetSensorProperties,40,1017,SDL_Sensor SDL_PropertiesID,Get the properties associated with a sensor.
SDL_GetSensorType,40,1019,SDL_Sensor SDL_SensorType,Get the type of a sensor.
SDL_GetSensorTypeForID,40,1013,SDL_SensorID SDL_SensorType,Get the type of a sensor.
SDL_GetSensors,40,1011,int SDL_SensorID,Get a list of currently connected sensors.
SDL_GetSilenceValueForFormat,14,473,SDL_AudioFormat int,Get the appropriate memset value for silencing an audio format.
SDL_GetStorageFileSize,25,735,SDL_Storage char Uint64 bool,Query the size of a file within a storage container.
SDL_GetStoragePathInfo,25,743,SDL_Storage char SDL_PathInfo bool,Get information about a filesystem path in a storage container.
SDL_GetStorageSpaceRemaining,25,744,SDL_Storage Uint64,Queries the remaining space in a storage container.
SDL_GetStringProperty,4,39,SDL_PropertiesID char,Get a string property from a group of properties.
SDL_GetSurfaceAlphaMod,27,792,SDL_Surface Uint8 bool,Get the additional alpha value used in blit operations.
SDL_GetSurfaceBlendMode,27,794,SDL_Surface SDL_BlendMode bool,Get the blend mode used for blit operations.
SDL_GetSurfaceClipRect,27,796,SDL_Surface SDL_Rect bool,Get the clipping rectangle for a surface.
SDL_GetSurfaceColorKey,27,788,SDL_Surface Uint32 bool,Get the color key (transparent pixel) for a surface.
SDL_GetSurfaceColorMod,27,790,SDL_Surface Uint8 bool,Get the additional color value multiplied into blit operations.
SDL_GetSurfaceColorspace,27,762,SDL_Surface SDL_Colorspace,Get the colorspace used by a surface.
SDL_GetSurfaceImages,27,768,SDL_Surface int,Get an array including all versions of a surface.
SDL_GetSurfacePalette,27,765,SDL_Surface SDL_Palette,Get the palette used by a surface.
SDL_GetSurfaceProperties,27,760,SDL_Surface SDL_PropertiesID,Get the properties associated with a surface.
SDL_GetSystemPageSize,45,1065,int,Report the size of a page of memory.
SDL_GetSystemRAM,45,1063,int,Get the amount of RAM configured in the system.
SDL_GetSystemTheme,6,68,SDL_SystemTheme,Get the current system theme.
SDL_GetTLS,19,612,SDL_TLSID,Get the current thread's value associated with a thread local storage ID.
SDL_GetTextInputArea,8,220,SDL_Window SDL_Rect int bool,Get the area used to type Unicode text input.
SDL_GetTextureAlphaMod,17,521,SDL_Texture Uint8 bool,Get the additional alpha value multiplied into render copy operations.
