name,group,order,types,description
SDL_AcquireCameraFrame,30,855,SDL_Camera Uint64 SDL_Surface,Acquire a frame.
SDL_AcquireGPUCommandBuffer,36,932,SDL_GPUDevice SDL_GPUCommandBuffer,Acquire a command buffer.
SDL_AcquireGPUSwapchainTexture,36,982,SDL_GPUCommandBuffer SDL_Window SDL_GPUTexture Uint32 bool,Acquire a texture to use in presentation.
SDL_AddAtomicInt,21,651,SDL_AtomicInt int,Add to an atomic variable.
SDL_AddAtomicU32,21,655,SDL_AtomicU32 int Uint32,Add to an atomic variable.
SDL_AddEventWatch,7,191,SDL_EventFilter bool,Add a callback to be triggered when an event is added to the event queue.
SDL_AddGamepadMapping,11,251,char int,Add support for gamepads that SDL is unaware of or change the binding of an existing gamepad.
SDL_AddGamepadMappingsFromFile,11,253,char int,Load a set of gamepad mappings from a file.
SDL_AddGamepadMappingsFromIO,11,252,SDL_IOStream bool int,Load a set of gamepad mappings from an SDL_IOStream.
SDL_AddHintCallback,1,16,char SDL_HintCallback bool,Add a function to watch a particular hint.
SDL_AddSurfaceAlternateImage,27,766,SDL_Surface bool,Add an alternate version of a surface.
SDL_AddTimer,16,490,Uint32 SDL_TimerCallback SDL_TimerID,Call a callback function at a future time.
SDL_AddTimerNS,16,491,Uint64 SDL_NSTimerCallback SDL_TimerID,Call a callback function at a future time.
SDL_AddVulkanRenderSemaphores,17,584,SDL_Renderer Uint32 Sint64 bool,Add a set of synchronization semaphores for the current frame.
SDL_AsyncIOFromFile,24,718,char SDL_AsyncIO,Use this function to create a new SDL_AsyncIO object for reading from and/or writing to a named file.
SDL_AttachVirtualJoystick,12,342,SDL_VirtualJoystickDesc SDL_JoystickID,Attach a new virtual joystick.
SDL_AudioDevicePaused,14,429,SDL_AudioDeviceID bool,Use this function to query if an audio device is paused.
SDL_AudioStreamDevicePaused,14,460,SDL_AudioStream bool,Use this function to query if an audio device associated with a stream is paused.
SDL_BeginGPUComputePass,36,955,SDL_GPUCommandBuffer SDL_GPUStorageTextureReadWriteBinding Uint32 SDL_GPUStorageBufferReadWriteBinding SDL_GPUComputePass,Begins a compute pass on a command buffer.
SDL_BeginGPUCopyPass,36,965,SDL_GPUCommandBuffer SDL_GPUCopyPass,Begins a copy pass on a command buffer.
SDL_BeginGPURenderPass,36,936,SDL_GPUCommandBuffer SDL_GPUColorTargetInfo Uint32 SDL_GPUDepthStencilTargetInfo SDL_GPURenderPass,Begins a render pass on a command buffer.
SDL_BindAudioStream,14,434,SDL_AudioDeviceID SDL_AudioStream bool,Bind a single audio stream to an audio device.
SDL_BindAudioStreams,14,433,SDL_AudioDeviceID SDL_AudioStream int bool,Bind a list of audio streams to an audio device.
SDL_BindGPUComputePipeline,36,956,SDL_GPUComputePass SDL_GPUComputePipeline,Binds a compute pipeline on a command buffer for use in compute dispatch.
SDL_BindGPUComputeSamplers,36,957,SDL_GPUComputePass Uint32 SDL_GPUTextureSamplerBinding,Binds texture-sampler pairs for use on the compute shader.
SDL_BindGPUComputeStorageBuffers,36,959,SDL_GPUComputePass Uint32 SDL_GPUBuffer,Binds storage buffers as readonly for use on the compute pipeline.
SDL_BindGPUComputeStorageTextures,36,958,SDL_GPUComputePass Uint32 SDL_GPUTexture,Binds storage textures as readonly for use on the compute pipeline.
SDL_BindGPUFragmentSamplers,36,947,SDL_GPURenderPass Uint32 SDL_GPUTextureSamplerBinding,Binds texture-sampler pairs for use on the fragment shader.
SDL_BindGPUFragmentStorageBuffers,36,949,SDL_GPURenderPass Uint32 SDL_GPUBuffer,Binds storage buffers for use on the fragment shader.
SDL_BindGPUFragmentStorageTextures,36,948,SDL_GPURenderPass Uint32 SDL_GPUTexture,Binds storage textures for use on the fragment shader.
SDL_BindGPUGraphicsPipeline,36,937,SDL_GPURenderPass SDL_GPUGraphicsPipeline,Binds a graphics pipeline on a render pass to be used in rendering.
SDL_BindGPUIndexBuffer,36,943,SDL_GPURenderPass SDL_GPUBufferBinding SDL_GPUIndexElementSize,Binds an index buffer on a command buffer for use with subsequent draw calls.
SDL_BindGPUVertexBuffers,36,942,SDL_GPURenderPass Uint32 SDL_GPUBufferBinding,Binds vertex buffers on a command buffer for use with subsequent draw calls.
SDL_BindGPUVertexSamplers,36,944,SDL_GPURenderPass Uint32 SDL_GPUTextureSamplerBinding,Binds texture-sampler pairs for use on the vertex shader.
SDL_BindGPUVertexStorageBuffers,36,946,SDL_GPURenderPass Uint32 SDL_GPUBuffer,Binds storage buffers for use on the vertex shader.
SDL_BindGPUVertexStorageTextures,36,945,SDL_GPURenderPass Uint32 SDL_GPUTexture,Binds storage textures for use on the vertex shader.
SDL_BlitGPUTexture,36,974,SDL_GPUCommandBuffer SDL_GPUBlitInfo,Blits from a source texture region to a destination texture region.
SDL_BlitSurface,27,810,SDL_Surface SDL_Rect bool,Performs a fast blit from the source surface to the destination surface with clipping.
SDL_BlitSurface9Grid,27,817,SDL_Surface SDL_Rect int float SDL_ScaleMode bool,"Perform a scaled blit using the 9-grid algorithm to a destination surface, which may be of a different format."
SDL_BlitSurfaceScaled,27,812,SDL_Surface SDL_Rect SDL_ScaleMode bool,"Perform a scaled blit to a destination surface, which may be of a different format."
SDL_BlitSurfaceTiled,27,815,SDL_Surface SDL_Rect bool,"Perform a tiled blit to a destination surface, which may be of a different format."
SDL_BlitSurfaceTiledWithScale,27,816,SDL_Surface SDL_Rect float SDL_ScaleMode bool,"Perform a scaled and tiled blit to a destination surface, which may be of a different format."
SDL_BlitSurfaceUnchecked,27,811,SDL_Surface SDL_Rect bool,Perform low-level surface blitting only.
SDL_BlitSurfaceUncheckedScaled,27,813,SDL_Surface SDL_Rect SDL_ScaleMode bool,Perform low-level surface scaled blitting only.
SDL_BroadcastCondition,20,637,SDL_Condition,Restart all threads that are waiting on the condition variable.
SDL_CalculateGPUTextureFormatSize,36,995,SDL_GPUTextureFormat Uint32,Calculate the size in bytes of a texture format with dimensions.
SDL_CancelGPUCommandBuffer,36,987,SDL_GPUCommandBuffer bool,Cancels a command buffer.
SDL_CaptureMouse,9,235,bool,Capture the mouse and to track input outside an SDL window.
SDL_ClaimWindowForGPUDevice,36,977,SDL_GPUDevice SDL_Window bool,"Claims a window, creating a swapchain structure for it."
SDL_CleanupTLS,19,614,,Cleanup all TLS data for this thread.
SDL_ClearAudioStream,14,457,SDL_AudioStream bool,Clear any pending data in the stream.
SDL_ClearClipboardData,32,867,bool,Clear the clipboard data.
SDL_ClearComposition,8,218,SDL_Window bool,Dismiss the composition window/IME without disabling the subsystem.
SDL_ClearError,2,22,bool,Clear any previous error message for this thread.
SDL_ClearProperty,4,43,SDL_PropertiesID char bool,Clear a property from a group of properties.
SDL_ClearSurface,27,807,SDL_Surface float bool,"Clear a surface with a specific color, with floating point precision."
SDL_ClickTrayEntry,34,893,SDL_TrayEntry,Simulate a click on a tray entry.
SDL_CloseAsyncIO,24,722,SDL_AsyncIO bool SDL_AsyncIOQueue,Close and free any allocated resources for an async I/O object.
SDL_CloseAudioDevice,14,432,SDL_AudioDeviceID,Close a previously-opened audio device.
SDL_CloseCamera,30,857,SDL_Camera,Use this function to shut down camera processing and close the camera device.
SDL_CloseGamepad,11,323,SDL_Gamepad,Close a gamepad previously opened with SDL_OpenGamepad().
SDL_CloseHaptic,13,395,SDL_Haptic,Close a haptic device previously opened with SDL_OpenHaptic().
SDL_CloseIO,23,675,SDL_IOStream bool,Close and free an allocated SDL_IOStream structure.
SDL_CloseJoystick,12,382,SDL_Joystick,Close a joystick previously opened with SDL_OpenJoystick().
SDL_CloseSensor,40,1023,SDL_Sensor,Close a sensor previously opened with SDL_OpenSensor().
SDL_CloseStorage,25,733,SDL_Storage bool,Closes and frees a storage container.
SDL_CompareAndSwapAtomicInt,21,648,SDL_AtomicInt int bool,Set an atomic variable to a new value if it is currently an old value.
SDL_CompareAndSwapAtomicPointer,21,656,bool,Set a pointer to a new value if it is currently an old value.
SDL_CompareAndSwapAtomicU32,21,652,SDL_AtomicU32 Uint32 bool,Set an atomic variable to a new value if it is currently an old value.
SDL_ComposeCustomBlendMode,28,824,SDL_BlendFactor SDL_BlendOperation SDL_BlendMode,Compose a custom blend mode for renderers.
SDL_ConvertAudioSamples,14,471,SDL_AudioSpec Uint8 int bool,Convert some audio data of one format to another format.
SDL_ConvertEventToRenderCoordinates,17,540,SDL_Renderer SDL_Event bool,Convert the coordinates in an event to render coordinates.
SDL_ConvertPixels,27,803,int SDL_PixelFormat bool,Copy a block of pixels of one format to another format.
SDL_ConvertPixelsAndColorspace,27,804,int SDL_PixelFormat SDL_Colorspace SDL_PropertiesID bool,Copy a block of pixels of one format and colorspace to another format and colorspace.
SDL_ConvertSurface,27,801,SDL_Surface SDL_PixelFormat,Copy an existing surface to a new surface of the specified format.
SDL_ConvertSurfaceAndColorspace,27,802,SDL_Surface SDL_PixelFormat SDL_Palette SDL_Colorspace SDL_PropertiesID,Copy an existing surface to a new surface of the specified format and colorspace.
SDL_CopyFile,22,666,char bool,Copy a file.
SDL_CopyGPUBufferToBuffer,36,969,SDL_GPUCopyPass SDL_GPUBufferLocation Uint32 bool,Performs a buffer-to-buffer copy.
SDL_CopyGPUTextureToTexture,36,968,SDL_GPUCopyPass SDL_GPUTextureLocation Uint32 bool,Performs a texture-to-texture copy.
SDL_CopyProperties,4,27,SDL_PropertiesID bool,Copy a group of properties.
SDL_CopyStorageFile,25,742,SDL_Storage char bool,Copy a file in a writable storage container.
SDL_CreateAnimatedCursor,9,238,SDL_CursorFrameInfo int SDL_Cursor,Create an animated color cursor.
SDL_CreateAsyncIOQueue,24,723,SDL_AsyncIOQueue,Create a task queue for tracking multiple I/O operations.
SDL_CreateAudioStream,14,438,SDL_AudioSpec SDL_AudioStream,Create a new audio stream.
SDL_CreateColorCursor,9,237,SDL_Surface int SDL_Cursor,Create a color cursor.
SDL_CreateCondition,20,634,SDL_Condition,Create a condition variable.
SDL_CreateCursor,9,236,Uint8 int SDL_Cursor,Create a cursor using the specified bitmap data and mask (in MSB format).
SDL_CreateDirectory,22,662,char bool,"Create a directory, and any missing parent directories."
SDL_CreateEnvironment,50,1119,bool SDL_Environment,Create a set of environment variables
SDL_CreateGPUBuffer,36,918,SDL_GPUDevice SDL_GPUBufferCreateInfo SDL_GPUBuffer,Creates a buffer object to be used in graphics or compute workflows.
SDL_CreateGPUComputePipeline,36,913,SDL_GPUDevice SDL_GPUComputePipelineCreateInfo SDL_GPUComputePipeline,Creates a pipeline object to be used in a compute workflow.
SDL_CreateGPUDevice,36,905,SDL_GPUShaderFormat bool char SDL_GPUDevice,Creates a GPU context.
SDL_CreateGPUDeviceWithProperties,36,906,SDL_PropertiesID SDL_GPUDevice,Creates a GPU context.
SDL_CreateGPUGraphicsPipeline,36,914,SDL_GPUDevice SDL_GPUGraphicsPipelineCreateInfo SDL_GPUGraphicsPipeline,Creates a pipeline object to be used in a graphics workflow.
SDL_CreateGPURenderState,17,591,SDL_Renderer SDL_GPURenderStateCreateInfo SDL_GPURenderState,Create custom GPU render state.
SDL_CreateGPURenderer,17,498,SDL_GPUDevice SDL_Window SDL_Renderer,Create a 2D GPU rendering context.
SDL_CreateGPUSampler,36,915,SDL_GPUDevice SDL_GPUSamplerCreateInfo SDL_GPUSampler,Creates a sampler object to be used when binding textures in a graphics workflow.
SDL_CreateGPUShader,36,916,SDL_GPUDevice SDL_GPUShaderCreateInfo SDL_GPUShader,Creates a shader to be used when creating a graphics pipeline.
SDL_CreateGPUTexture,36,917,SDL_GPUDevice SDL_GPUTextureCreateInfo SDL_GPUTexture,Creates a texture object to be used in graphics or compute workflows.
SDL_CreateGPUTransferBuffer,36,919,SDL_GPUDevice SDL_GPUTransferBufferCreateInfo SDL_GPUTransferBuffer,Creates a transfer buffer to be used when uploading to or downloading from graphics resources.
SDL_CreateHapticEffect,13,401,SDL_Haptic SDL_HapticEffect SDL_HapticEffectID,Create a new haptic effect on a specified device.
SDL_CreateMutex,20,615,SDL_Mutex,Create a new mutex.
SDL_CreatePalette,26,750,int SDL_Palette,Create a palette structure with the specified number of color entries.
SDL_CreatePopupWindow,6,93,SDL_Window int SDL_WindowFlags,Create a child popup window of the specified parent window.
SDL_CreateProcess,41,1025,char bool SDL_Process,Create a new process.
SDL_CreateProcessWithProperties,41,1026,SDL_PropertiesID SDL_Process,Create a new process with the specified properties.
SDL_CreateProperties,4,26,SDL_PropertiesID,Create a group of properties.
SDL_CreateRWLock,20,620,SDL_RWLock,Create a new read/write lock.
SDL_CreateRenderer,17,496,SDL_Window char SDL_Renderer,Create a 2D rendering context for a window.
SDL_CreateRendererWithProperties,17,497,SDL_PropertiesID SDL_Renderer,"Create a 2D rendering context for a window, with the specified properties."
SDL_CreateSemaphore,20,627,Uint32 SDL_Semaphore,Create a semaphore.
SDL_CreateSoftwareRenderer,17,500,SDL_Surface SDL_Renderer,Create a 2D software rendering context for a surface.
SDL_CreateStorageDirectory,25,738,SDL_Storage char bool,Create a directory in a writable storage container.
SDL_CreateSurface,27,757,int SDL_PixelFormat SDL_Surface,Allocate a new surface with a specific pixel format.
SDL_CreateSurfaceFrom,27,758,int SDL_PixelFormat SDL_Surface,Allocate a new surface with a specific pixel format and existing pixel data.
SDL_CreateSurfacePalette,27,763,SDL_Surface SDL_Palette,Create a palette and associate it with a surface.
SDL_CreateSystemCursor,9,239,SDL_SystemCursor SDL_Cursor,Create a system cursor.
SDL_CreateTexture,17,507,SDL_Renderer SDL_PixelFormat SDL_TextureAccess int SDL_Texture,Create a texture for a rendering context.
SDL_CreateTextureFromSurface,17,508,SDL_Renderer SDL_Surface SDL_Texture,Create a texture from an existing surface.
SDL_CreateTextureWithProperties,17,509,SDL_Renderer SDL_PropertiesID SDL_Texture,Create a texture for a rendering context with the specified properties.
SDL_CreateThread,19,603,SDL_ThreadFunction char SDL_Thread,Create a new thread with a default stack size.
SDL_CreateThreadWithProperties,19,604,SDL_PropertiesID SDL_Thread,Create a new thread with with the specified properties.
SDL_CreateTray,34,875,SDL_Surface char SDL_Tray,"Create an icon to be placed in the operating system's tray, or equivalent."
SDL_CreateTrayMenu,34,879,SDL_Tray SDL_TrayMenu,Create a menu for a system tray.
SDL_CreateTraySubmenu,34,880,SDL_TrayEntry SDL_TrayMenu,Create a submenu for a system tray entry.
SDL_CreateTrayWithProperties,34,876,SDL_PropertiesID SDL_Tray,"Create an icon to be placed in the operating system's tray, or equivalent."
SDL_CreateWindow,6,92,char int SDL_WindowFlags SDL_Window,Create a window with the specified dimensions and flags.
SDL_CreateWindowAndRenderer,17,495,char int SDL_WindowFlags SDL_Window SDL_Renderer bool,Create a window and default renderer.
SDL_CreateWindowWithProperties,6,94,SDL_PropertiesID SDL_Window,Create a window with the specified properties.
SDL_CursorVisible,9,246,bool,Return whether the cursor is currently being shown.
SDL_DateTimeToTime,15,477,SDL_DateTime SDL_Time bool,Converts a calendar time to an SDL_Time in nanoseconds since the epoch.
SDL_Delay,16,487,Uint32,Wait a specified number of milliseconds before returning.
SDL_DelayNS,16,488,Uint64,Wait a specified number of nanoseconds before returning.
SDL_DelayPrecise,16,489,Uint64,Wait a specified number of nanoseconds before returning.
SDL_DestroyAsyncIOQueue,24,724,SDL_AsyncIOQueue,Destroy a previously-created async I/O task queue.
SDL_DestroyAudioStream,14,465,SDL_AudioStream,Free an audio stream.
SDL_DestroyCondition,20,635,SDL_Condition,Destroy a condition variable.
SDL_DestroyCursor,9,243,SDL_Cursor,Free a previously-created cursor.
SDL_DestroyEnvironment,50,1124,SDL_Environment,Destroy a set of environment variables.
SDL_DestroyGPUDevice,36,907,SDL_GPUDevice,Destroys a GPU context previously returned by SDL_CreateGPUDevice.
SDL_DestroyGPURenderState,17,597,SDL_GPURenderState,Destroy custom GPU render state.
SDL_DestroyHapticEffect,13,405,SDL_Haptic SDL_HapticEffectID,Destroy a haptic effect on the device.
SDL_DestroyMutex,20,619,SDL_Mutex,Destroy a mutex created with SDL_CreateMutex().
SDL_DestroyPalette,26,752,SDL_Palette,Free a palette created with SDL_CreatePalette().
SDL_DestroyProcess,41,1033,SDL_Process,Destroy a previously created process object.
SDL_DestroyProperties,4,46,SDL_PropertiesID,Destroy a group of properties.
SDL_DestroyRWLock,20,626,SDL_RWLock,Destroy a read/write lock created with SDL_CreateRWLock().
SDL_DestroyRenderer,17,580,SDL_Renderer,Destroy the rendering context for a window and free all associated textures.
SDL_DestroySemaphore,20,628,SDL_Semaphore,Destroy a semaphore.
SDL_DestroySurface,27,759,SDL_Surface,Free a surface.
SDL_DestroyTexture,17,579,SDL_Texture,Destroy the specified texture.
SDL_DestroyTray,34,894,SDL_Tray,Destroys a tray object.
SDL_DestroyWindow,6,155,SDL_Window,Destroy a window.
SDL_DestroyWindowSurface,6,134,SDL_Window bool,Destroy the surface associated with the window.
SDL_DetachThread,19,611,SDL_Thread,Let a thread clean up on exit without intervention.
SDL_DetachVirtualJoystick,12,343,SDL_JoystickID bool,Detach a virtual joystick.
SDL_DisableScreenSaver,6,158,bool,Prevent the screen from being blanked by a screen saver.
SDL_DispatchGPUCompute,36,960,SDL_GPUComputePass Uint32,Dispatches compute work.
SDL_DispatchGPUComputeIndirect,36,961,SDL_GPUComputePass SDL_GPUBuffer Uint32,Dispatches compute work with parameters set from a buffer.
SDL_DownloadFromGPUBuffer,36,971,SDL_GPUCopyPass SDL_GPUBufferRegion SDL_GPUTransferBufferLocation,Copies data from a buffer to a transfer buffer on the GPU timeline.
SDL_DownloadFromGPUTexture,36,970,SDL_GPUCopyPass SDL_GPUTextureRegion SDL_GPUTextureTransferInfo,Copies data from a texture to a transfer buffer on the GPU timeline.
SDL_DrawGPUIndexedPrimitives,36,950,SDL_GPURenderPass Uint32 Sint32,Draws data using bound graphics state with an index buffer and instancing enabled.
SDL_DrawGPUIndexedPrimitivesIndirect,36,953,SDL_GPURenderPass SDL_GPUBuffer Uint32,Draws data using bound graphics state with an index buffer enabled and with draw parameters set from a buffer.
SDL_DrawGPUPrimitives,36,951,SDL_GPURenderPass Uint32,Draws data using bound graphics state.
SDL_DrawGPUPrimitivesIndirect,36,952,SDL_GPURenderPass SDL_GPUBuffer Uint32,Draws data using bound graphics state and with draw parameters set from a buffer.
SDL_DuplicateSurface,27,799,SDL_Surface,Creates a new surface identical to the existing surface.
SDL_EGL_GetCurrentConfig,6,172,SDL_EGLConfig,Get the currently active EGL config.
SDL_EGL_GetCurrentDisplay,6,171,SDL_EGLDisplay,Get the currently active EGL display.
SDL_EGL_GetProcAddress,6,161,char SDL_FunctionPointer,Get an EGL library function by name.
SDL_EGL_GetWindowSurface,6,173,SDL_Window SDL_EGLSurface,Get the EGL surface associated with the window.
SDL_EGL_SetAttributeCallbacks,6,174,SDL_EGLAttribArrayCallback SDL_EGLIntArrayCallback,Sets the callbacks for defining custom EGLAttrib arrays for EGL initialization.
SDL_EnableScreenSaver,6,157,bool,Allow the screen to be blanked by a screen saver.
SDL_EndGPUComputePass,36,962,SDL_GPUComputePass,Ends the current compute pass.
SDL_EndGPUCopyPass,36,972,SDL_GPUCopyPass,Ends the current copy pass.
SDL_EndGPURenderPass,36,954,SDL_GPURenderPass,Ends the given render pass.
SDL_EnumerateDirectory,22,663,char SDL_EnumerateDirectoryCallback bool,Enumerate a directory through a callback function.
SDL_EnumerateProperties,4,45,SDL_PropertiesID SDL_EnumeratePropertiesCallback bool,Enumerate the properties contained in a group of properties.
SDL_EnumerateStorageDirectory,25,739,SDL_Storage char SDL_EnumerateDirectoryCallback bool,Enumerate a directory in a storage container through a callback function.
SDL_EventEnabled,7,195,Uint32 bool,Query the state of processing events by type.
SDL_FillSurfaceRect,27,808,SDL_Surface SDL_Rect Uint32 bool,Perform a fast fill of a rectangle with a specific color.
SDL_FillSurfaceRects,27,809,SDL_Surface SDL_Rect int Uint32 bool,Perform a fast fill of a set of rectangles with a specific color.
SDL_FilterEvents,7,193,SDL_EventFilter,"Run a specific filter function on the current event queue, removing any events for which the filter returns false."
SDL_FlashWindow,6,150,SDL_Window SDL_FlashOperation bool,Request a window to demand attention from the user.
SDL_FlipSurface,27,797,SDL_Surface SDL_FlipMode bool,Flip a surface vertically or horizontally.
SDL_FlushAudioStream,14,456,SDL_AudioStream bool,"Tell the stream that you're done sending data, and anything being buffered should be converted/resampled and made available immediately."
SDL_FlushEvent,7,183,Uint32,Clear events of a specific type from the event queue.
SDL_FlushEvents,7,184,Uint32,Clear events of a range of types from the event queue.
SDL_FlushIO,23,685,SDL_IOStream bool,Flush any buffered data in the stream.
SDL_FlushRenderer,17,581,SDL_Renderer bool,Force the rendering context to flush any pending commands and state.
SDL_GDKResumeGPU,36,999,SDL_GPUDevice,Call this to resume GPU operation on Xbox after receiving the SDL_EVENT_WILL_ENTER_FOREGROUND event.
SDL_GDKResumeRenderer,17,599,SDL_Renderer,Call this to resume Render operations on Xbox after receiving the SDL_EVENT_WILL_ENTER_FOREGROUND event.
SDL_GDKSuspendGPU,36,998,SDL_GPUDevice,Call this to suspend GPU operation on Xbox after receiving the SDL_EVENT_DID_ENTER_BACKGROUND event.
SDL_GDKSuspendRenderer,17,598,SDL_Renderer,Call this to suspend Render operations on Xbox after receiving the SDL_EVENT_DID_ENTER_BACKGROUND event.
SDL_GL_CreateContext,6,167,SDL_Window SDL_GLContext,"Create an OpenGL context for an OpenGL window, and make it current."
SDL_GL_DestroyContext,6,178,SDL_GLContext bool,Delete an OpenGL context.
SDL_GL_ExtensionSupported,6,163,char bool,Check if an OpenGL extension is supported for the current context.
SDL_GL_GetAttribute,6,166,SDL_GLAttr int bool,Get the actual value for an attribute from the current context.
SDL_GL_GetCurrentContext,6,170,SDL_GLContext,Get the currently active OpenGL context.
SDL_GL_GetCurrentWindow,6,169,SDL_Window,Get the currently active OpenGL window.
SDL_GL_GetProcAddress,6,160,char SDL_FunctionPointer,Get an OpenGL function by name.
SDL_GL_GetSwapInterval,6,176,int bool,Get the swap interval for the current OpenGL context.
SDL_GL_LoadLibrary,6,159,char bool,Dynamically load an OpenGL library.
SDL_GL_MakeCurrent,6,168,SDL_Window SDL_GLContext bool,Set up an OpenGL context for rendering into an OpenGL window.
SDL_GL_ResetAttributes,6,164,,Reset all previously set OpenGL context attributes to their default values.
SDL_GL_SetAttribute,6,165,SDL_GLAttr int bool,Set an OpenGL window attribute before window creation.
SDL_GL_SetSwapInterval,6,175,int bool,Set the swap interval for the current OpenGL context.
SDL_GL_SwapWindow,6,177,SDL_Window bool,Update a window with OpenGL rendering.
SDL_GL_UnloadLibrary,6,162,,Unload the OpenGL library previously loaded by SDL_GL_LoadLibrary().
SDL_GPUSupportsProperties,36,904,SDL_PropertiesID bool,Checks for GPU runtime support.
SDL_GPUSupportsShaderFormats,36,903,SDL_GPUShaderFormat char bool,Checks for GPU runtime support.
SDL_GPUTextureFormatTexelBlockSize,36,992,SDL_GPUTextureFormat Uint32,Obtains the texel block size for a texture format.
SDL_GPUTextureSupportsFormat,36,993,SDL_GPUDevice SDL_GPUTextureFormat SDL_GPUTextureType SDL_GPUTextureUsageFlags bool,Determines whether a texture format is supported for a given type and usage.
SDL_GPUTextureSupportsSampleCount,36,994,SDL_GPUDevice SDL_GPUTextureFormat SDL_GPUSampleCount bool,Determines if a sample count for a texture format is supported.
SDL_GUIDToString,49,1105,SDL_GUID char int,Get an ASCII string representation for a given SDL_GUID.
SDL_GamepadConnected,11,291,SDL_Gamepad bool,Check if a gamepad has been opened and is currently connected.
SDL_GamepadEventsEnabled,11,294,bool,Query the state of gamepad event processing.
SDL_GamepadHasAxis,11,301,SDL_Gamepad SDL_GamepadAxis bool,Query whether a gamepad has a given axis.
SDL_GamepadHasButton,11,305,SDL_Gamepad SDL_GamepadButton bool,Query whether a gamepad has a given button.
SDL_GamepadHasCapSense,11,317,SDL_Gamepad SDL_GamepadCapSenseType bool,Return whether a gamepad has a particular capsense.
SDL_GamepadHasSensor,11,312,SDL_Gamepad SDL_SensorType bool,Return whether a gamepad has a particular sensor.
SDL_GamepadSensorEnabled,11,314,SDL_Gamepad SDL_SensorType bool,Query whether sensor data reporting is enabled for a gamepad.
SDL_GenerateMipmapsForGPUTexture,36,973,SDL_GPUCommandBuffer SDL_GPUTexture,Generates mipmaps for the given texture.
SDL_GetAndroidActivity,47,1076,,Retrieve the Java instance of the Android activity class.
SDL_GetAndroidCachePath,47,1084,char,Get the path used for caching data for this Android application.
SDL_GetAndroidExternalStoragePath,47,1083,char,Get the path used for external storage for this Android application.
SDL_GetAndroidExternalStorageState,47,1082,Uint32,Get the current state of external storage for this Android application.
SDL_GetAndroidInternalStoragePath,47,1081,char,Get the path used for internal storage for this Android application.
SDL_GetAndroidJNIEnv,47,1075,,Get the Android Java Native Interface Environment of the current thread.
SDL_GetAndroidSDKVersion,47,1077,int,Query Android API level of the current device.
SDL_GetAppMetadataProperty,0,9,char,Get metadata about your app.
SDL_GetAssertionHandler,44,1043,SDL_AssertionHandler,Get the current assertion handler.
SDL_GetAssertionReport,44,1044,SDL_AssertData,Get a list of all assertion failures.
SDL_GetAsyncIOResult,24,725,SDL_AsyncIOQueue SDL_AsyncIOOutcome bool,Query an async I/O task queue for completed tasks.
SDL_GetAsyncIOSize,24,719,SDL_AsyncIO Sint64,Use this function to get the size of the data stream in an SDL_AsyncIO.
SDL_GetAtomicInt,21,650,SDL_AtomicInt int,Get the value of an atomic variable.
SDL_GetAtomicPointer,21,658,,Get the value of a pointer atomically.
SDL_GetAtomicU32,21,654,SDL_AtomicU32 Uint32,Get the value of an atomic variable.
SDL_GetAudioDeviceChannelMap,14,423,SDL_AudioDeviceID int,Get the current channel map of an audio device.
SDL_GetAudioDeviceFormat,14,422,SDL_AudioDeviceID SDL_AudioSpec int bool,Get the current audio format of a specific audio device.
SDL_GetAudioDeviceGain,14,430,SDL_AudioDeviceID float,Get the gain of an audio device.
SDL_GetAudioDeviceName,14,421,SDL_AudioDeviceID char,Get the human-readable name of a specific audio device.
SDL_GetAudioDriver,14,417,int char,Use this function to get the name of a built in audio driver.
SDL_GetAudioFormatName,14,472,SDL_AudioFormat char,Get the human readable name of an audio format.
SDL_GetAudioPlaybackDevices,14,419,int SDL_AudioDeviceID,Get a list of currently-connected audio playback devices.
SDL_GetAudioRecordingDevices,14,420,int SDL_AudioDeviceID,Get a list of currently-connected audio recording devices.
SDL_GetAudioStreamAvailable,14,454,SDL_AudioStream int,Get the number of converted/resampled bytes available.
SDL_GetAudioStreamData,14,453,SDL_AudioStream int,Get converted/resampled data from the stream.
SDL_GetAudioStreamDevice,14,437,SDL_AudioStream SDL_AudioDeviceID,Query an audio stream for its currently-bound device.
SDL_GetAudioStreamFormat,14,440,SDL_AudioStream SDL_AudioSpec bool,Query the current format of an audio stream.
SDL_GetAudioStreamFrequencyRatio,14,442,SDL_AudioStream float,Get the frequency ratio of an audio stream.
SDL_GetAudioStreamGain,14,444,SDL_AudioStream float,Get the gain of an audio stream.
SDL_GetAudioStreamInputChannelMap,14,446,SDL_AudioStream int,Get the current input channel map of an audio stream.
SDL_GetAudioStreamOutputChannelMap,14,447,SDL_AudioStream int,Get the current output channel map of an audio stream.
SDL_GetAudioStreamProperties,14,439,SDL_AudioStream SDL_PropertiesID,Get the properties associated with an audio stream.
SDL_GetAudioStreamQueued,14,455,SDL_AudioStream int,Get the number of bytes currently queued.
SDL_GetBasePath,22,659,char,Get the directory where the application was run from.
SDL_GetBooleanProperty,4,42,SDL_PropertiesID char bool,Get a boolean property from a group of properties.
SDL_GetCPUCacheLineSize,45,1047,int,Determine the L1 cache line size of the CPU.
SDL_GetCameraDriver,30,844,int char,Use this function to get the name of a built in camera driver.
SDL_GetCameraFormat,30,854,SDL_Camera SDL_CameraSpec bool,Get the spec that a camera is using when generating images.
